Frag,0,0,24768,24768,f,0,24768,19814,19814,80.00,80.00,0,0
Frag,1001166,869579,1001422,869835,f,0,256,204,204,80.00,80.00,0,0
Frag,1001494,869907,1001654,870067,f,0,160,128,128,80.00,80.00,0,0
Frag,1004770,1320037,1005090,1320357,f,0,320,256,256,80.00,80.00,0,0
Frag,1004770,584341,1005090,584661,f,0,320,256,256,80.00,80.00,0,0
Frag,1004770,636794,1005090,637114,f,0,320,256,256,80.00,80.00,0,0
Frag,1004770,868533,1005090,868853,f,0,320,256,256,80.00,80.00,0,0
Frag,1004770,930254,1005090,930574,f,0,320,256,256,80.00,80.00,0,0
Frag,1004771,193683,1005091,194003,f,0,320,256,256,80.00,80.00,0,0
Frag,1004771,396627,1005091,396947,f,0,320,256,256,80.00,80.00,0,0
Frag,1004771,576138,1005091,576458,f,0,320,256,256,80.00,80.00,0,0
Frag,1004771,77285,1005091,77605,f,0,320,256,256,80.00,80.00,0,0
Frag,1004777,161548,1005097,161868,f,0,320,256,256,80.00,80.00,0,0
Frag,1004777,404904,1005097,405224,f,0,320,256,256,80.00,80.00,0,0
Frag,1006975,135126,1007135,135286,f,0,160,128,128,80.00,80.00,0,0
Frag,1006975,943549,1007135,943709,f,0,160,128,128,80.00,80.00,0,0
Frag,1007050,723128,1007146,723224,f,0,96,76,76,80.00,80.00,0,0
Frag,1007470,135623,1007662,135815,f,0,192,153,153,80.00,80.00,0,0
Frag,1007505,723583,1007601,723679,f,0,96,76,76,80.00,80.00,0,0
Frag,1007620,723697,1007684,723761,f,0,64,51,51,80.00,80.00,0,0
Frag,1008211,441038,1008691,441518,f,0,480,384,384,80.00,80.00,0,0
Frag,1017946,1262589,1018010,1262653,f,0,64,51,51,80.00,80.00,0,0
Frag,1021286,546330,1021350,546394,f,0,64,51,51,80.00,80.00,0,0
Frag,1030096,19391,1030192,19487,f,0,96,76,76,80.00,80.00,0,0
Frag,1030110,1192883,1030174,1192947,f,0,64,51,51,80.00,80.00,0,0
Frag,1031057,1034801,1031313,1035057,f,0,256,204,204,80.00,80.00,0,0
Frag,1033142,205196,1034390,206444,f,0,1248,998,998,80.00,80.00,0,0
Frag,1033144,1287881,1034392,1289129,f,0,1248,998,998,80.00,80.00,0,0
Frag,1033144,147512,1033400,147768,f,0,256,204,204,80.00,80.00,0,0
Frag,1033674,148046,1033802,148174,f,0,128,102,102,80.00,80.00,0,0
Frag,1034008,148387,1034296,148675,f,0,288,230,230,80.00,80.00,0,0
Frag,1035152,1030706,1035408,1030962,f,0,256,204,204,80.00,80.00,0,0
Frag,1036863,866426,1036991,866554,f,0,128,102,102,80.00,80.00,0,0
Frag,1056051,1068856,1056147,1068952,f,0,96,76,76,80.00,80.00,0,0
Frag,106063,1212560,106479,1212976,f,0,416,332,332,80.00,80.00,0,0
Frag,106072,1265972,106200,1266100,f,0,128,102,102,80.00,80.00,0,0
Frag,106072,416244,106200,416372,f,0,128,102,102,80.00,80.00,0,0
Frag,106072,834474,106200,834602,f,0,128,102,102,80.00,80.00,0,0
Frag,106072,883188,106488,883604,f,0,416,332,332,80.00,80.00,0,0
Frag,106195,415943,106483,416231,f,0,288,230,230,80.00,80.00,0,0
Frag,106195,576465,106483,576753,f,0,288,230,230,80.00,80.00,0,0
Frag,106195,834173,106483,834461,f,0,288,230,230,80.00,80.00,0,0
Frag,1069207,1055700,1069303,1055796,f,0,96,76,76,80.00,80.00,0,0
Frag,1081609,1249525,1083177,1251093,f,0,1568,1254,1254,80.00,80.00,0,0
Frag,1083166,1081261,1105726,1103821,f,0,22560,18048,18048,80.00,80.00,0,0
Frag,108543,159627,108831,159915,f,0,288,230,230,80.00,80.00,0,0
Frag,108543,312812,108927,313196,f,0,384,307,307,80.00,80.00,0,0
Frag,108543,605054,108831,605342,f,0,288,230,230,80.00,80.00,0,0
Frag,108543,87953,108831,88241,f,0,288,230,230,80.00,80.00,0,0
Frag,108832,159527,108928,159623,f,0,96,76,76,80.00,80.00,0,0
Frag,108832,604954,108928,605050,f,0,96,76,76,80.00,80.00,0,0
Frag,108832,87853,108928,87949,f,0,96,76,76,80.00,80.00,0,0
Frag,1105720,1253473,1110232,1257985,f,0,4512,3609,3609,80.00,80.00,0,0
Frag,1108938,1252881,1109162,1253105,f,0,224,179,179,80.00,80.00,0,0
Frag,1109214,1251840,1109502,1252128,f,0,288,230,230,80.00,80.00,0,0
Frag,1110021,1252646,1110117,1252742,f,0,96,76,76,80.00,80.00,0,0
Frag,1110225,1103800,1164625,1158200,f,0,54400,43520,43520,80.00,80.00,0,0
Frag,1125218,243855,1125314,243951,f,0,96,76,76,80.00,80.00,0,0
Frag,1133565,957265,1133949,957649,f,0,384,307,307,80.00,80.00,0,0
Frag,1160697,1272007,1161113,1272423,f,0,416,332,332,80.00,80.00,0,0
Frag,1164622,1257978,1168398,1261754,f,0,3776,3020,3020,80.00,80.00,0,0
Frag,1168395,1158189,1251307,1241101,f,0,82912,66329,66329,80.00,80.00,0,0
Frag,1180052,469659,1180596,470203,f,0,544,435,435,80.00,80.00,0,0
Frag,1182134,844317,1182614,844797,f,0,480,384,384,80.00,80.00,0,0
Frag,1182610,207796,1182674,207860,f,0,64,51,51,80.00,80.00,0,0
Frag,1183381,63141,1183509,63269,f,0,128,102,102,80.00,80.00,0,0
Frag,1183732,63492,1183796,63556,f,0,64,51,51,80.00,80.00,0,0
Frag,1203090,1029760,1203154,1029824,f,0,64,51,51,80.00,80.00,0,0
Frag,1217583,81609,1217903,81929,f,0,320,256,256,80.00,80.00,0,0
Frag,1222775,106647,1223191,107063,f,0,416,332,332,80.00,80.00,0,0
Frag,1222775,1265972,1222903,1266100,f,0,128,102,102,80.00,80.00,0,0
Frag,1222775,416244,1222903,416372,f,0,128,102,102,80.00,80.00,0,0
Frag,1222775,834474,1222903,834602,f,0,128,102,102,80.00,80.00,0,0
Frag,1222778,883191,1223194,883607,f,0,416,332,332,80.00,80.00,0,0
Frag,1222897,415942,1223185,416230,f,0,288,230,230,80.00,80.00,0,0
Frag,1222897,576464,1223185,576752,f,0,288,230,230,80.00,80.00,0,0
Frag,1222897,834172,1223185,834460,f,0,288,230,230,80.00,80.00,0,0
Frag,1224527,416362,1224911,416746,f,0,384,307,307,80.00,80.00,0,0
Frag,1224531,76900,1224915,77284,f,0,384,307,307,80.00,80.00,0,0
Frag,1228377,79802,1228537,79962,f,0,160,128,128,80.00,80.00,0,0
Frag,1228556,79981,1228652,80077,f,0,96,76,76,80.00,80.00,0,0
Frag,1241540,1330557,1241828,1330845,f,0,288,230,230,80.00,80.00,0,0
Frag,1244870,176751,1245030,176911,f,0,160,128,128,80.00,80.00,0,0
Frag,12457,495666,12521,495730,f,0,64,51,51,80.00,80.00,0,0
Frag,1245779,551197,1246035,551453,f,0,256,204,204,80.00,80.00,0,0
Frag,1245971,422328,1246035,422392,f,0,64,51,51,80.00,80.00,0,0
Frag,1251310,1241364,1259470,1249524,f,0,8160,6528,6528,80.00,80.00,0,0
Frag,1259468,1314080,1261324,1315936,f,0,1856,1484,1484,80.00,80.00,0,0
Frag,1261343,1310999,1261759,1311415,f,0,416,332,332,80.00,80.00,0,0
Frag,1261745,1315937,1274769,1328961,f,0,13024,10419,10419,80.00,80.00,0,0
Frag,1262289,553135,1262545,553391,f,0,256,204,204,80.00,80.00,0,0
Frag,1262289,5646,1262545,5902,f,0,256,204,204,80.00,80.00,0,0
Frag,1262289,988023,1262449,988183,f,0,160,128,128,80.00,80.00,0,0
Frag,1262302,300059,1262462,300219,f,0,160,128,128,80.00,80.00,0,0
Frag,1262302,78756,1262558,79012,f,0,256,204,204,80.00,80.00,0,0
Frag,1262302,81946,1262526,82170,f,0,224,179,179,80.00,80.00,0,0
Frag,1262473,1311749,1262537,1311813,f,0,64,51,51,80.00,80.00,0,0
Frag,1262473,987947,1262537,988011,f,0,64,51,51,80.00,80.00,0,0
Frag,1263741,138126,1264157,138542,f,0,416,332,332,80.00,80.00,0,0
Frag,1264175,143056,1264239,143120,f,0,64,51,51,80.00,80.00,0,0
Frag,1264472,456502,1264600,456630,f,0,128,102,102,80.00,80.00,0,0
Frag,1264713,206908,1264777,206972,f,0,64,51,51,80.00,80.00,0,0
Frag,1264713,432233,1264777,432297,f,0,64,51,51,80.00,80.00,0,0
Frag,1264719,998434,1264783,998498,f,0,64,51,51,80.00,80.00,0,0
Frag,1265845,1004419,1266165,1004739,f,0,320,256,256,80.00,80.00,0,0
Frag,1265845,584341,1266165,584661,f,0,320,256,256,80.00,80.00,0,0
Frag,1265845,868533,1266165,868853,f,0,320,256,256,80.00,80.00,0,0
Frag,1265845,930254,1266165,930574,f,0,320,256,256,80.00,80.00,0,0
Frag,1265846,161542,1266166,161862,f,0,320,256,256,80.00,80.00,0,0
Frag,1265846,193683,1266166,194003,f,0,320,256,256,80.00,80.00,0,0
Frag,1265846,396627,1266166,396947,f,0,320,256,256,80.00,80.00,0,0
Frag,1265846,576138,1266166,576458,f,0,320,256,256,80.00,80.00,0,0
Frag,1265846,77285,1266166,77605,f,0,320,256,256,80.00,80.00,0,0
Frag,1265852,636801,1266172,637121,f,0,320,256,256,80.00,80.00,0,0
Frag,1265855,404907,1266175,405227,f,0,320,256,256,80.00,80.00,0,0
Frag,1268465,162559,1268657,162751,f,0,192,153,153,80.00,80.00,0,0
Frag,1273981,49022,1274781,49822,f,0,800,640,640,80.00,80.00,0,0
Frag,1274939,1328973,1275195,1329229,f,0,256,204,204,80.00,80.00,0,0
Frag,1274939,338060,1275195,338316,f,0,256,204,204,80.00,80.00,0,0
Frag,1275531,1329218,1276235,1329922,f,0,704,563,563,80.00,80.00,0,0
Frag,1275531,762900,1276235,763604,f,0,704,563,563,80.00,80.00,0,0
Frag,1276023,262263,1276087,262327,f,0,64,51,51,80.00,80.00,0,0
Frag,1276247,1331322,1276311,1331386,f,0,64,51,51,80.00,80.00,0,0
Frag,1276332,1329943,1276588,1330199,f,0,256,204,204,80.00,80.00,0,0
Frag,1276621,1330212,1276941,1330532,f,0,320,256,256,80.00,80.00,0,0
Frag,1277412,1231334,1277700,1231622,f,0,288,230,230,80.00,80.00,0,0
Frag,1277412,1330557,1277700,1330845,f,0,288,230,230,80.00,80.00,0,0
Frag,1277780,1332147,1278452,1332819,f,0,672,537,537,80.00,80.00,0,0
Frag,1277893,551659,1278437,552203,f,0,544,435,435,80.00,80.00,0,0
Frag,1278550,1332821,1279286,1333557,f,0,736,588,588,80.00,80.00,0,0
Frag,1278550,1333555,1279254,1334259,f,0,704,563,563,80.00,80.00,0,0
Frag,1278550,915820,1279286,916556,f,0,736,588,588,80.00,80.00,0,0
Frag,1279260,1332804,1279996,1333540,f,0,736,588,588,80.00,80.00,0,0
Frag,1279277,1333555,1279981,1334259,f,0,704,563,563,80.00,80.00,0,0
Frag,1279277,915820,1280013,916556,f,0,736,588,588,80.00,80.00,0,0
Frag,1280086,1261765,1280534,1262213,f,0,448,358,358,80.00,80.00,0,0
Frag,1280539,24761,1281115,25337,f,0,576,460,460,80.00,80.00,0,0
Frag,1281111,1262282,1284247,1265418,f,0,3136,2508,2508,80.00,80.00,0,0
Frag,1281400,437266,1281464,437330,f,0,64,51,51,80.00,80.00,0,0
Frag,1281418,1017595,1281482,1017659,f,0,64,51,51,80.00,80.00,0,0
Frag,1284269,547054,1284493,547278,f,0,224,179,179,80.00,80.00,0,0
Frag,1284504,1265755,1284728,1265979,f,0,224,179,179,80.00,80.00,0,0
Frag,1284721,1262209,1284785,1262273,f,0,64,51,51,80.00,80.00,0,0
Frag,1284796,534013,1285020,534237,f,0,224,179,179,80.00,80.00,0,0
Frag,1285021,1265420,1285341,1265740,f,0,320,256,256,80.00,80.00,0,0
Frag,1285346,106643,1285474,106771,f,0,128,102,102,80.00,80.00,0,0
Frag,1285350,1212569,1285478,1212697,f,0,128,102,102,80.00,80.00,0,0
Frag,1285350,1265972,1286502,1267124,f,0,1152,921,921,80.00,80.00,0,0
Frag,1285350,416244,1285478,416372,f,0,128,102,102,80.00,80.00,0,0
Frag,1285350,883188,1285478,883316,f,0,128,102,102,80.00,80.00,0,0
Frag,1285351,834475,1285479,834603,f,0,128,102,102,80.00,80.00,0,0
Frag,1286528,708691,1286816,708979,f,0,288,230,230,80.00,80.00,0,0
Frag,1286801,1267131,1289777,1270107,f,0,2976,2380,2380,80.00,80.00,0,0
Frag,1289510,76336,1289766,76592,f,0,256,204,204,80.00,80.00,0,0
Frag,1289793,772763,1289857,772827,f,0,64,51,51,80.00,80.00,0,0
Frag,1289852,1270103,1304060,1284311,f,0,14208,11366,11366,80.00,80.00,0,0
Frag,1291756,1154272,1292172,1154688,f,0,416,332,332,80.00,80.00,0,0
Frag,1292606,720287,1292830,720511,f,0,224,179,179,80.00,80.00,0,0
Frag,1292992,720673,1293120,720801,f,0,128,102,102,80.00,80.00,0,0
Frag,12956,496165,13020,496229,f,0,64,51,51,80.00,80.00,0,0
Frag,1300597,270292,1301045,270740,f,0,448,358,358,80.00,80.00,0,0
Frag,1304069,965371,1304325,965627,f,0,256,204,204,80.00,80.00,0,0
Frag,1304322,1284304,1304898,1284880,f,0,576,460,460,80.00,80.00,0,0
Frag,1304896,971437,1305056,971597,f,0,160,128,128,80.00,80.00,0,0
Frag,1305072,976955,1305232,977115,f,0,160,128,128,80.00,80.00,0,0
Frag,1305218,1284867,1331234,1310883,f,0,26016,20812,20812,80.00,80.00,0,0
Frag,1307888,991885,1308112,992109,f,0,224,179,179,80.00,80.00,0,0
Frag,1308232,1032793,1309480,1034041,f,0,1248,998,998,80.00,80.00,0,0
Frag,1308232,147512,1308488,147768,f,0,256,204,204,80.00,80.00,0,0
Frag,1308238,205204,1309486,206452,f,0,1248,998,998,80.00,80.00,0,0
Frag,1308762,148046,1308890,148174,f,0,128,102,102,80.00,80.00,0,0
Frag,1309096,148387,1309384,148675,f,0,288,230,230,80.00,80.00,0,0
Frag,1320264,587673,1320360,587769,f,0,96,76,76,80.00,80.00,0,0
Frag,1331224,1241105,1331480,1241361,f,0,256,204,204,80.00,80.00,0,0
Frag,1331484,1313088,1331548,1313152,f,0,64,51,51,80.00,80.00,0,0
Frag,1331486,1310875,1331614,1311003,f,0,128,102,102,80.00,80.00,0,0
Frag,1331600,1311409,1334256,1314065,f,0,2656,2124,2124,80.00,80.00,0,0
Frag,1331652,1312112,1331716,1312176,f,0,64,51,51,80.00,80.00,0,0
Frag,1331940,1316665,1332004,1316729,f,0,64,51,51,80.00,80.00,0,0
Frag,1331940,553319,1332004,553383,f,0,64,51,51,80.00,80.00,0,0
Frag,1331940,5830,1332004,5894,f,0,64,51,51,80.00,80.00,0,0
Frag,1331940,78927,1332004,78991,f,0,64,51,51,80.00,80.00,0,0
Frag,1331940,82117,1332004,82181,f,0,64,51,51,80.00,80.00,0,0
Frag,1331940,987947,1332004,988011,f,0,64,51,51,80.00,80.00,0,0
Frag,1332303,1311461,1332367,1311525,f,0,64,51,51,80.00,80.00,0,0
Frag,134526,943524,134718,943716,f,0,192,153,153,80.00,80.00,0,0
Frag,134536,723038,134728,723230,f,0,192,153,153,80.00,80.00,0,0
Frag,134551,1006624,134711,1006784,f,0,160,128,128,80.00,80.00,0,0
Frag,134764,943761,134828,943825,f,0,64,51,51,80.00,80.00,0,0
Frag,135035,944032,135259,944256,f,0,224,179,179,80.00,80.00,0,0
Frag,135048,1007119,135240,1007311,f,0,192,153,153,80.00,80.00,0,0
Frag,135099,723599,135163,723663,f,0,64,51,51,80.00,80.00,0,0
Frag,137551,1317933,137967,1318349,f,0,416,332,332,80.00,80.00,0,0
Frag,142481,1318367,142545,1318431,f,0,64,51,51,80.00,80.00,0,0
Frag,146937,1032793,147193,1033049,f,0,256,204,204,80.00,80.00,0,0
Frag,146937,1287881,147193,1288137,f,0,256,204,204,80.00,80.00,0,0
Frag,146937,205198,147193,205454,f,0,256,204,204,80.00,80.00,0,0
Frag,147471,1033323,147599,1033451,f,0,128,102,102,80.00,80.00,0,0
Frag,147471,1288411,147599,1288539,f,0,128,102,102,80.00,80.00,0,0
Frag,147471,205728,147535,205792,f,0,64,51,51,80.00,80.00,0,0
Frag,147811,1033656,148099,1033944,f,0,288,230,230,80.00,80.00,0,0
Frag,147811,1288744,148099,1289032,f,0,288,230,230,80.00,80.00,0,0
Frag,147844,206094,148100,206350,f,0,256,204,204,80.00,80.00,0,0
Frag,158952,109407,159048,109503,f,0,96,76,76,80.00,80.00,0,0
Frag,158952,313101,159048,313197,f,0,96,76,76,80.00,80.00,0,0
Frag,158952,604954,159336,605338,f,0,384,307,307,80.00,80.00,0,0
Frag,158952,87853,159336,88237,f,0,384,307,307,80.00,80.00,0,0
Frag,159052,109118,159340,109406,f,0,288,230,230,80.00,80.00,0,0
Frag,159052,312812,159340,313100,f,0,288,230,230,80.00,80.00,0,0
Frag,160963,77281,161283,77601,f,0,320,256,256,80.00,80.00,0,0
Frag,160966,1004419,161286,1004739,f,0,320,256,256,80.00,80.00,0,0
Frag,160966,1320037,161286,1320357,f,0,320,256,256,80.00,80.00,0,0
Frag,160966,584341,161286,584661,f,0,320,256,256,80.00,80.00,0,0
Frag,160966,636794,161286,637114,f,0,320,256,256,80.00,80.00,0,0
Frag,160966,868533,161286,868853,f,0,320,256,256,80.00,80.00,0,0
Frag,160966,930254,161286,930574,f,0,320,256,256,80.00,80.00,0,0
Frag,160967,193683,161287,194003,f,0,320,256,256,80.00,80.00,0,0
Frag,160967,396627,161287,396947,f,0,320,256,256,80.00,80.00,0,0
Frag,160967,576138,161287,576458,f,0,320,256,256,80.00,80.00,0,0
Frag,160974,404905,161294,405225,f,0,320,256,256,80.00,80.00,0,0
Frag,161984,1322657,162176,1322849,f,0,192,153,153,80.00,80.00,0,0
Frag,167790,35581,167886,35677,f,0,96,76,76,80.00,80.00,0,0
Frag,169428,4505,169812,4889,f,0,384,307,307,80.00,80.00,0,0
Frag,169428,701227,169812,701611,f,0,384,307,307,80.00,80.00,0,0
Frag,176176,1234664,176336,1234824,f,0,160,128,128,80.00,80.00,0,0
Frag,192225,944849,192289,944913,f,0,64,51,51,80.00,80.00,0,0
Frag,193107,1004419,193427,1004739,f,0,320,256,256,80.00,80.00,0,0
Frag,193107,1320037,193427,1320357,f,0,320,256,256,80.00,80.00,0,0
Frag,193107,584341,193427,584661,f,0,320,256,256,80.00,80.00,0,0
Frag,193107,636794,193427,637114,f,0,320,256,256,80.00,80.00,0,0
Frag,193107,868533,193427,868853,f,0,320,256,256,80.00,80.00,0,0
Frag,193107,930254,193427,930574,f,0,320,256,256,80.00,80.00,0,0
Frag,193108,161542,193428,161862,f,0,320,256,256,80.00,80.00,0,0
Frag,193108,396627,193428,396947,f,0,320,256,256,80.00,80.00,0,0
Frag,193108,576138,193428,576458,f,0,320,256,256,80.00,80.00,0,0
Frag,193108,77285,193428,77605,f,0,320,256,256,80.00,80.00,0,0
Frag,193115,404905,193435,405225,f,0,320,256,256,80.00,80.00,0,0
Frag,19391,1029745,19487,1029841,f,0,96,76,76,80.00,80.00,0,0
Frag,201465,865013,201689,865237,f,0,224,179,179,80.00,80.00,0,0
Frag,201741,865289,201837,865385,f,0,96,76,76,80.00,80.00,0,0
Frag,201900,865448,201964,865512,f,0,64,51,51,80.00,80.00,0,0
Frag,204615,1032785,205863,1034033,f,0,1248,998,998,80.00,80.00,0,0
Frag,204623,1287881,205871,1289129,f,0,1248,998,998,80.00,80.00,0,0
Frag,204623,147512,204879,147768,f,0,256,204,204,80.00,80.00,0,0
Frag,205153,148046,205217,148110,f,0,64,51,51,80.00,80.00,0,0
Frag,205519,148419,205775,148675,f,0,256,204,204,80.00,80.00,0,0
Frag,206328,432228,206584,432484,f,0,256,204,204,80.00,80.00,0,0
Frag,206333,1318905,206397,1318969,f,0,64,51,51,80.00,80.00,0,0
Frag,206339,998434,206563,998658,f,0,224,179,179,80.00,80.00,0,0
Frag,207221,1172404,207285,1172468,f,0,64,51,51,80.00,80.00,0,0
Frag,216248,296194,216408,296354,f,0,160,128,128,80.00,80.00,0,0
Frag,217971,218509,218035,218573,f,0,64,51,51,80.00,80.00,0,0
Frag,217971,218557,218035,218621,f,0,64,51,51,80.00,80.00,0,0
Frag,217971,218562,218035,218626,f,0,64,51,51,80.00,80.00,0,0
Frag,217976,218556,218040,218620,f,0,64,51,51,80.00,80.00,0,0
Frag,217982,218546,218046,218610,f,0,64,51,51,80.00,80.00,0,0
Frag,217987,218546,218051,218610,f,0,64,51,51,80.00,80.00,0,0
Frag,238277,676154,238341,676218,f,0,64,51,51,80.00,80.00,0,0
Frag,243279,1118792,243375,1118888,f,0,96,76,76,80.00,80.00,0,0
Frag,24736,25311,435104,435679,f,0,410368,328294,328294,80.00,80.00,0,0
Frag,2540,720099,2604,720163,f,0,64,51,51,80.00,80.00,0,0
Frag,261688,1329710,261752,1329774,f,0,64,51,51,80.00,80.00,0,0
Frag,261688,763392,261752,763456,f,0,64,51,51,80.00,80.00,0,0
Frag,264609,265197,264673,265261,f,0,64,51,51,80.00,80.00,0,0
Frag,264609,265210,264673,265274,f,0,64,51,51,80.00,80.00,0,0
Frag,264622,265184,264686,265248,f,0,64,51,51,80.00,80.00,0,0
Frag,264635,265184,264699,265248,f,0,64,51,51,80.00,80.00,0,0
Frag,267076,462654,267332,462910,f,0,256,204,204,80.00,80.00,0,0
Frag,269712,1280843,270160,1281291,f,0,448,358,358,80.00,80.00,0,0
Frag,295619,216823,295779,216983,f,0,160,128,128,80.00,80.00,0,0
Frag,299471,78743,299631,78903,f,0,160,128,128,80.00,80.00,0,0
Frag,299471,81933,299631,82093,f,0,160,128,128,80.00,80.00,0,0
Frag,299484,1316494,299644,1316654,f,0,160,128,128,80.00,80.00,0,0
Frag,299484,553148,299644,553308,f,0,160,128,128,80.00,80.00,0,0
Frag,299484,5659,299644,5819,f,0,160,128,128,80.00,80.00,0,0
Frag,299484,988036,299644,988196,f,0,160,128,128,80.00,80.00,0,0
Frag,312237,109118,312621,109502,f,0,384,307,307,80.00,80.00,0,0
Frag,312237,159627,312525,159915,f,0,288,230,230,80.00,80.00,0,0
Frag,312237,605054,312525,605342,f,0,288,230,230,80.00,80.00,0,0
Frag,312237,87953,312525,88241,f,0,288,230,230,80.00,80.00,0,0
Frag,312526,159527,312622,159623,f,0,96,76,76,80.00,80.00,0,0
Frag,312526,87853,312622,87949,f,0,96,76,76,80.00,80.00,0,0
Frag,312528,604956,312624,605052,f,0,96,76,76,80.00,80.00,0,0
Frag,337485,1328973,337741,1329229,f,0,256,204,204,80.00,80.00,0,0
Frag,35006,168365,35102,168461,f,0,96,76,76,80.00,80.00,0,0
Frag,363066,1251117,363194,1251245,f,0,128,102,102,80.00,80.00,0,0
Frag,363284,1251335,363348,1251399,f,0,64,51,51,80.00,80.00,0,0
Frag,363387,1251437,363483,1251533,f,0,96,76,76,80.00,80.00,0,0
Frag,363505,434432,363825,434752,f,0,320,256,256,80.00,80.00,0,0
Frag,364022,434948,364150,435076,f,0,128,102,102,80.00,80.00,0,0
Frag,364255,435181,364543,435469,f,0,288,230,230,80.00,80.00,0,0
Frag,364899,434062,365123,434286,f,0,224,179,179,80.00,80.00,0,0
Frag,365513,433469,365577,433533,f,0,64,51,51,80.00,80.00,0,0
Frag,365616,433572,365712,433668,f,0,96,76,76,80.00,80.00,0,0
Frag,36592,37270,36656,37334,f,0,64,51,51,80.00,80.00,0,0
Frag,36695,37167,36759,37231,f,0,64,51,51,80.00,80.00,0,0
Frag,36701,37377,36765,37441,f,0,64,51,51,80.00,80.00,0,0
